product,unit,Doller,Derham,Euro,code
Restaurant Stainless Steel Upright Freezer,PCS,950,3486.5,817,57
Stainless Steel Air-Cooling Four Doors Upright Refrigerator,PCS,1100,4037,946,57
250L Supermarket Commercial Refrigerator,PCS,280,1027.6,240.8,57
Tie Fu S50s DC 12V 24V AC 110V 220V Portable Car Fridge Freezer Portable Compressor Car,PCS,210,770.7,180.6,57
Two Doors Stainless Steel Commercial Refrigerator (GN2100BT),PCS,670,2458.9,576.2,57
Remote Multideck Supermarket Refrigerator for Fruits and Vegetable Display,PCS,2250,8257.5,1935,57
Good Quality Commercial Cake Refrigerator Marble Base with Ce,PCS,1700,6239,1462,57
Truck Refrigerator for Refrigerated Truck (SF-328),PCS,1860,6826.2,1599.6,57
Commercial Supermarket Display Cake Refrigerator with Curved Glass (G760A-W),PCS,1970,7229.9,1694.2,57
Deluxe Single-Door Stainless Steel Refrigerator,PCS,690,2532.3,593.4,57
S/S Pizza Workbench Refrigerator with Display Trays,PCS,1817,6668.39,1562.62,57
Countertop Glass Door Mini Refrigerator for Drinks and Beverage,PCS,99,363.33,85.14,57
12V DC Compressor Solar Power Mini Freezer Fridge Refrigerator,PCS,380,1394.6,326.8,57
Deluxe Popular Hot Sale Kitchen Refrigerator for Bar Hotel,PCS,980,3596.6,842.8,57
Tie Fu S50s Car Fridge DC 12V DC24V Portable Camping Refrigerator,PCS,210,770.7,180.6,57
Auto-Defrost Stainless Steel Commercial Kitchen Refrigerator Upright Refrigerator,PCS,750,2752.5,645,57
OEM Cake Display Refrigerator for Pastry and Bakery Shop (RL740V-M2),PCS,1500,5505,1290,57
Mini Refrigerator Hotel Minibar Fridge Refrigerator,PCS,66,242.22,56.76,57
R134A Refrigerant for Refrigerator,PCS,44,161.48,37.84,57
Marble or Stainless Steel Base Cake Refrigerator for Pastry,PCS,1500,5505,1290,57
Ice Cream Display Counter Gelato Refrigerator for Popsicle (F-G530-W),PCS,1450,5321.5,1247,57
Auto-Defrost Commercial Stainless Steel Kitchen Refrigerator with Two Doors,PCS,1100,4037,946,57
Double Glass Door Commercial Freezer Display/Refrigerator Freezer,PCS,550,2018.5,473,57
Drawers Under Counter Refrigerator for Commercial Kitchen- (GN4140TN),PCS,1970,7229.9,1694.2,57
110L 12V/24V DC City Power Hybrid Solar Power Refrigerator,PCS,240,880.8,206.4,57
Gn Serial Stainless Steel Four Door Refrigerator for Food,PCS,2696,9894.32,2318.56,57
New Style Swing Glass Door Refrigerator,PCS,237,869.79,203.82,57
Tie Fu S30s / S40s/ S50s Low Price DC12V/24V Car Refrigerator 30L 40L 50L,PCS,253,928.51,217.58,57
Ce Approved Salad Counter Salad Prep Table Saladette Refrigerator,PCS,490,1798.3,421.4,57
15 Inch Wide Mini Refrigerator,PCS,98,359.66,84.28,57
Three Door Back Bar Cooler Commercial Under Bar Refrigerator,PCS,268,983.56,230.48,57
Biobase Ce Certified Single Door Blood Bank Refrigerator,PCS,3000,11010,2580,57
Fan Cooling System Ce Listed Super Market Display Refrigerator,PCS,2000,7340,1720,57
Beer Cooler Static Cooling Manual Defrost Large Capacity Chiller Refrigerator,PCS,495,1816.65,425.7,57
Decorative Mini Refrigerator for Can Storage Party Can Cooler,PCS,135,495.45,116.1,57
200 Liter DC Solar Freezer Refrigerator with Long Lifespan,PCS,664,2436.88,571.04,57
Fast Frozen Industrial Use Commercial Refrigerator,PCS,9500,34865,8170,57
up to 2.5kw/M2 Aluminum Foil Heating Element Refrigerator Defrost,PCS,800,2936,688,57
East Africa Tempered Curved Glass Italian Ice Cream Refrigerator,PCS,2.5,9.175,2.15,57
408L Solar DC Refrigerator for Home Use,SETS,445,1633.15,382.7,57
6 Doors Stainless Steel Kitchen Refrigerator for Food Storage (D1.6L6D),PCS,1337,4906.79,1149.82,57
12V 7.5L Portable Car Fridge Cooler and Warmer Refrigerator,PCS,16,58.72,13.76,57
12V DC Compressor Solar Power Mini Freezer Fridge Refrigerator,PCS,1260,4624.2,1083.6,57
DC Compressor Fridge and Freezer 433L Solar Refrigerator,PCS,620,2275.4,533.2,57
Hospital Using Meidcal 4 Degree Blood Bank Refrigerator,SETS,12660,46462.2,10887.6,57
Sliding Door Beverage Cooler/Supermarket Showcase Refrigerator,PCS,4000,14680,3440,57
Hot Sale New Medical Refrigerator Blood Bank Refrigerator,PCS,950,3486.5,817,57
Orbita Wholesale China Mini Fridge Refrigerator with Lock for Hotel,PCS,88,322.96,75.68,57
2~8° Claboratory / Medical / Pharmacy Refrigerator,PCS,4038,14819.46,3472.68,57
Industrial Refrigerator for Cooling System,PCS,12600,46242,10836,57
China Manufacturer 2 to 18 Centigrade Pharmacuetical Cooling Storage Refrigerator,PCS,720,2642.4,619.2,57
High Performance Thermoelectric Refrigerator Peltier Element,PCS,448,1644.16,385.28,57
Sliding Door Upright Beverage Display Refrigerator Without Light Box (LG-1000SP),PCS,550,2018.5,473,57
Expert Supplier Of Industrial Ice Block Maker Refrigerator,SETS,1299,4767.33,1117.14,57
Thr-Stg4 Hospital Four Bodies Mortuary Refrigerator,PCS,2280,8367.6,1960.8,57
Mini Refrigerator with Ce Approval,PCS,256,939.52,220.16,57
"Walk in Cold Storage Cold Room, Walk in Freezer, Refrigerator",PCS,47000,172490,40420,57
"Commercial Deli Display Refrigerator, Delicatessen Chiller Display Cabinet for Butchery",PCS,1400,5138,1204,57
Ce Approval Commercial Stainless Steel Work Table Refrigerator,PCS,690,2532.3,593.4,57
Ga303 Hospital Stainless Steel Mortuary Cooler Refrigerator,PCS,4400,16148,3784,57
Upright Single Glass Door Showcase Refrigerator,PCS,230,844.1,197.8,57
2-8 Degree Hospital Medical Vaccine Storage Refrigerator,PCS,1555,5706.85,1337.3,57
Easton Hotel 30L Capacity Mini Bar and Mini Refrigerator,PCS,106,389.02,91.16,57
2-8 Degree Hospital Medical Vaccine Storage Refrigerator,PCS,4236,15546.12,3642.96,57
DC 12V 24V Mini Portable Car Refrigerator,PCS,280,1027.6,240.8,57
Industrial Small Freezer Refrigerator Refrigerator Commercial Price Zml-G4,SETS,1308,4800.36,1124.88,57
Side Mounted Compressor 2 Door Kitchen Chiller Worktable Freezer Refrigerator,PCS,940,3449.8,808.4,57
Hotel Black 28L Absorption Silent Minibar Refrigerator,PCS,95,348.65,81.7,57
Heat & Cold Drink Cold Juice Refrigerator,PCS,455,1669.85,391.3,57
4 Door Commercial Chiller/Freezer/Refrigerator/Cooler Equipment,PCS,1500,5505,1290,57
"12V Mini Portable DC Refrigerator for Camper, Vehicle and Household",PCS,240,880.8,206.4,57
4 Degree Blood Bank Refrigerator (Single Door) Mbc-4V500,PCS,1930,7083.1,1659.8,57
Single Glass Doors Stainless Steel Chiller Commercial Refrigerator Equipment (GN600TNG),PCS,762,2796.54,655.32,57
Stainless Steel Freezer 6 Doors Kitchen Refrigerator for Food Storage,PCS,3150,11560.5,2709,57
Large Two Glass Doors Kitchen Refrigerator,PCS,356,1306.52,306.16,57
40 Litre Upright Glass Door Refrigerator,PCS,84,308.28,72.24,57
High Quality Mini Fridge Single Door Refrigerator,PCS,250,917.5,215,57
"Solar Refrigerator RC-Bcd138 DC Compressor, Acdc Powered",PCS,480,1761.6,412.8,57
28L Mini Absorption Hotel Noiseless Refrigerator CFC-Free,PCS,72,264.24,61.92,57
12V Dual-Core Portable Cooler Box Heater Car Refrigerator for Bottom,PCS,200,734,172,57
Single Door Refrigerator with 170L Capacity,PCS,140,513.8,120.4,57
"40L High Quality Car Fridge, AC/DC Compressor Refrigerator",PCS,177,649.59,152.22,57
Blasting Freezers and Walken Refrigerators with Two Stage Bitzer Compressors,PCS,3000,11010,2580,57
Display Commercial Equipment Refrigerator Showcase Supermarket Refrigeration Freezer,PCS,1500,5505,1290,57
White Car Refrigerator for Camping with Roto Molded Factory (SS-13),PCS,150,550.5,129,57
Stamping Part of Home Appliance &Refrigerator Stamping Die (C139),SETS,3500,12845,3010,57
Bcd-40 Fast Cooling R134A Mini Refrigerator,PCS,60,220.2,51.6,57
4+/-1c Blood Bank Refrigerator (Upright Type),PCS,2000,7340,1720,57
Professional SUS304 Commercial Refrigerator with Ce and UL (D0.5L2B),PCS,700,2569,602,57
Single Glass Door Display Commercial Refrigerator,PCS,200,734,172,57
Refrigerator Equipment,SETS,5000,18350,4300,57
"95L a+ Ce/RoHS Mini Refrigerator for Home, Restaurant or Hotel",PCS,82,300.94,70.52,57
Stainless Steel 2 Doors Workable Refrigerator with Fan Cooling System,PCS,873,3203.91,750.78,57
19L Car Thermoelectric Cooler & Warmer Portable Freezer Refrigerator,PCS,66.5,244.055,57.19,57
off-Grid 100% 12V 24V Solar Fridge / Solar Refrigerator,PCS,650,2385.5,559,57
Pharmacy Hospital Glass Door Upright Medical Refrigerator,SETS,6166,22629.22,5302.76,57
Procool Mini Refrigerator Stainless Steel,PCS,99,363.33,85.14,57
New Style with Handle Double Doors Supermarket Beverage Refrigerator,PCS,410,1504.7,352.6,57
Three Door Under Counter Chiller Refrigerator,PCS,1,3.67,0.86,57
Popular Pharmacy Refrigerator Blood Bank Refrigerator,PCS,950,3486.5,817,57
176L Battery Powered Freezer Solar Power Refrigerator Freeer (BCD176),PCS,577,2117.59,496.22,57
50L Solar DC Refrigerator for Home Use/ Car,SETS,395,1449.65,339.7,57
Orbita Absorption Minibar Mini Fridge Refrigerator for Hotel,PCS,110,403.7,94.6,57
Multideck Open Chiller/Supermarket Vegetable Display Refrigerator,PCS,1800,6606,1548,57
268 Liter Glass Door Upright Refrigerator with Fan Cooling (LG-268F),PCS,300,1101,258,57
4° C Pharmacy / Medical / Blood Bank Refrigerator,PCS,2188,8029.96,1881.68,57
Biobase Minus-Temperature Single-Door Stainless Steel Blood Bank Refrigerator,PCS,1580,5798.6,1358.8,57
Ga306 Six Bodies Electrical Stainless Steel Moruary Refrigerator,PCS,4000,14680,3440,57
Commercial Drink Refrigerator with Glass Door for Promotion,PCS,330,1211.1,283.8,57
Stainless Steel Pharmacy Refrigerator-Medical Refrigerator-Laboratory Refrigerator,PCS,3105,11395.35,2670.3,57
3-4 Star Hotel 30L Capacity Mini Bar and Mini Refrigerator,PCS,106,389.02,91.16,57
30L Car Use DC Refrigerator,PCS,2,7.34,1.72,57
Thr-Stg3 Stainless Steel Corpse Refrigerator,PCS,3300,12111,2838,57
DC 12V 24V Mini Portable Camping Car Refrigerator,PCS,260,954.2,223.6,57
Stainless Steel Two-Storage Temperature Kitchen Refrigerator,PCS,850,3119.5,731,57
Finland China Metalic Blue Beverage Beer Refrigerator Genmany Zml-G4,SETS,1308,4800.36,1124.88,57
Hotel Black 40L Absorption Silent Minibar Refrigerator,PCS,99,363.33,85.14,57
12 Volt Mini Solar Powered Single Door Freezer Refrigerator,PCS,300,1101,258,57
China Supplier of Cool Summer With Beer Refrigerator,SETS,850,3119.5,731,57
High Quality Stainless Steel Morgue Refrigerator,PCS,3200,11744,2752,57
12 Trays Refrigerator Proofing Machine/ Retarder Proofer,PCS,3000,11010,2580,57
Portable 12V 7.5L Cooler Freezer Warmer Car Fridge Travel Refrigerator,PCS,16,58.72,13.76,57
"Solar Refrigerator RC-Bcd158 DC Compressor, Acdc Powered",PCS,480,1761.6,412.8,57
"Cooler Showcase, Glass Door Display Refrigerator",PCS,84,308.28,72.24,57
40L Portable Mini Fridge Compressor Car Fridge Freezer 12V Refrigerator,PCS,195,715.65,167.7,57
No Frost Double Door Refrigerator 250L,PCS,265.8,975.486,228.588,57
18L Mini Portable Car Refrigerator,PCS,95,348.65,81.7,57
Senson 25L Capacity Portable Car Refrigerator Cooler Warmer,PCS,130,477.1,111.8,57
Professional SUS304 Commercial Freestanding Refrigerator with Ce and UL (D0.5L2FB),PCS,850,3119.5,731,57
4-Door Stainless Steel Kitchen Refrigerator,PCS,364,1335.88,313.04,57
Commercial Refrigerator for Square Showcase (Marble /Stainless steel) Sclg4-530fk3,PCS,1460,5358.2,1255.6,57
Low and Ultra-High Temperatures Drug Refrigerator,PCS,1200,4404,1032,57
Hot Sales Commercial Glass Door Refrigerator,PCS,360,1321.2,309.6,57
Hospital 2-8 Degree Biological Pharmacy Refrigerator,PCS,4200,15414,3612,57
Refrigerator Sale with Factory Price,PCS,3500,12845,3010,57
40L Hotel Absortion Mini Refrigerator with White Color,PCS,97.5,357.825,83.85,57
Cake Displays Refrigerator,PCS,992,3640.64,853.12,57
Hot Sale Peltier Refrigerator Peltier 48V,PCS,341.5,1253.305,293.69,57
"130L a+ Ce/RoHS Mini Refrigerator for Home, Restaurant or Hotel",PCS,95,348.65,81.7,57
12V/24V DC Solar Power Freezer Refrigerator 118L,PCS,257,943.19,221.02,57
Blood Bank Refrigerator-Laboratory Freezer-Pharmacy Refrigerator,PCS,1075,3945.25,924.5,57
High Quality Beer Refrigerator (Beer Dispenser) with Keg,SETS,800,2936,688,57
CNC Table Type Industry Plasma Cutting Machine for Carbon Steel,SETS,13500,49545,11610,58
CNC Flat Steel Processing Machine for Steel Tower Industry,PCS,10000,36700,8600,58
Low Energy Consumption Continuous Casting Machine (CCM) for Steel Making Industries,PCS,150000,550500,129000,58
Industry Round Steel Bar Peeling Machine,SETS,160000,587200,137600,58
C Shaped Cable Tray Industry Roll Forming Machine Light Gauge Steel Frame Machine,SETS,30000,110100,25800,58
500W Die Board Laser Cutting Machine in Steel Industry,SETS,180000,660600,154800,58
Auto Parts Industry for Stainless Steel and Carbon Steel Cutting Machine,PCS,80000,293600,68800,58
Sg80nc Tube Processing Industry Hydraulic Steel Pipe End Forming Machine,PCS,12000,44040,10320,58
CNC Heavy Industry Steel Milling Machining Center Machine,SETS,98000,359660,84280,58
Best Popular Shot Blasting Machine for Heavy Industry Structure Steel,PCS,90000,330300,77400,58
Steel Induction Coil Heating Machine for Industry,PCS,4800,17616,4128,58
Steel Plate CNC Punching Marking Machine for Steel Tower Industry,PCS,69900,256533,60114,58
High Precision Automotive Industry Steel Pipe Production Machine,PCS,25900,95053,22274,58
Automatic Stainless Steel Laser Welding Machine for Hardware Industry Welding,SETS,12000,44040,10320,58
CNC Table Type Industry Plasma Cutting Machine for Carbon Steel,PCS,48000,176160,41280,58
Stainless Steel Industry Pipe Welding Machine for Water Pipe,SETS,300000,1101000,258000,58
China Biggest Industry Round Steel Bar Peeling Machine,PCS,200000,734000,172000,58
Carbon Steel Cutting Machine Used in Industry,PCS,80000,293600,68800,58
Metal Fiber Laser Cutting Machine for Steel Design Industry,PCS,45000,165150,38700,58
High Precision CNC Laser Wood Nonmetal Metal Steel Cutting Machine,PCS,16000,58720,13760,58
CNC Laser Cutting Machine 500W 1000W 1500W 2000W for Metal Steel From China,SETS,90000,330300,77400,58
Cheap Aluminum Stainless Steel Metal Fiber Laser Cutting Machine Price,PCS,59000,216530,50740,58
Carbon Steel Ss Metal Fiber Laser Cutting Machine 3000*1500mm,PCS,290000,1064300,249400,58
1000W Stainless Steel Fiber Laser Cutting Machine,PCS,80000,293600,68800,58
Prefabricated Workshop Building for Industry Design Warehouse Light Steel Structure,SQUARE METERS,78,286.26,67.08,58
PPGI Whiteboard Steel From Senko Industry,TONS,2000,7340,1720,58
CNC Machining Stainless Steel Body for Fiber Optics Industry,PCS,1,3.67,0.86,58
High Quality Porcelain Whiteboard Steel From Senko Industry,TONS,2000,7340,1720,58
Zinc Coated Hot Dipped Galvanized Corrugated Steel Roofing Sheet for Industry Plate,TONS,900,3303,774,58
ASTM 201 304 316L 310S 321 S31803 Welded/Seamless Stainless Steel Pipe for Decoration and Industry,TONS,3000,11010,2580,58
Stainless Steel Stirrer for Beverage Industry,PCS,25,91.75,21.5,58
316 Stainless Steel Used in Medical Equipment & Food Industry,TONS,2800,10276,2408,58
Zinc Coated Steel Coil Gi Steel From Hannstar Industry,TONS,850,3119.5,731,58
Prd Steel Building for Light Industry Workshop (SHS-mh-workshop003),SQUARE METERS,75,275.25,64.5,58
Steel Building for Light Industry,SQUARE METERS,48,176.16,41.28,58
Galvanized Industry Floor Steel Grilles for Walkway Platform,PCS,15,55.05,12.9,58
Round Stpg370-S Seamless Carbon Steel Pipe for Gas Industry,TONS,490,1798.3,421.4,58
0.13-0.8mm PPGI Pre-Painted 840mm Width Roofing Steel for Building Industry,MS,3.5,12.845,3.01,58
Spring Flat Steel Sup9a for Automobile Industry H51600,KGS,3.9,14.313,3.354,58
PPGI Color Coated Prepainted Galvanized Steel for Industry,TONS,720,2642.4,619.2,58
Banding Stainless Steel for Signs Poles Industry Steel Cable Ties,PCS,9,33.03,7.74,58
Zinc Coated Galvanized Corrugated Steel Sheet (DX51D) for Industry,TONS,800,2936,688,58
Hest Quality Rectangular Tube Square Steel From Hannstar Industry,TONS,600,2202,516,58
High Quality Carbon Steel Wire Rod for Drawing Building Industry,TONS,1000,3670,860,58
Aiyia Galvanized Steel Coil/Sheet/Plate/Strip Made in China,TONS,900,3303,774,58
"[817m40+Q/T] Forged Round Steel with Fixed Length, Round Bar",TONS,1250,4587.5,1075,58
Stainless Steel 201,TONS,1600,5872,1376,58
Austenitic Stainless Steel Pipes/Tubes,KGS,25,91.75,21.5,58
"Plate Steel Bar, Forging Plate, [4340], Alloy Forged Steels",TONS,1249,4583.83,1074.14,58
"Stainless Steel Square Tube, Stainless Steel Pipe",TONS,2900,10643,2494,58
GB/JIS/En Hot Rolled H Beam Price/H Beam Steel,TONS,850,3119.5,731,58
Galvanized Steel (Big Spangle),TONS,750,2752.5,645,58
St44 Pipe Exporting Seamless Carbon Steel,TONS,640,2348.8,550.4,58
"API Casting Pipe ASTM A53 Gr. B A179, A192 4'' Sch10s API Carbon Steel Pipe Seamless Steel",TONS,1000,3670,860,58
1020 C20 S20c Steel Tube / Steel Pipe / Square Bar,TONS,1200,4404,1032,58
China Ss Pipe Stainless Steel,TONS,1950,7156.5,1677,58
Heavy Hollow-Section-Pipe-Steel-Galvanized-Steel for Construction,TONS,650,2385.5,559,58
Cold Drawn Precision Seamless Steel Pipe for Mechanical Processing,TONS,800,2936,688,58
"Hot Rolled Ms Bend Steel Pipes Fittings ERW ASTM A53 Grb 34""X14.3mm Thick X 12mtr China Factory",TONS,970,3559.9,834.2,58
Galvalume Steel Gl Steel Used for Corrugated Tile Sheet From Manufactory,TONS,900,3303,774,58
Carbon Steel Hot Dipped Galvanized Square Pipe Hot Rolled Carbon Steel,TONS,800,2936,688,58
1.0503 1045 High Carbon Steel Bar,PCS,999,3666.33,859.14,58
IMC Pregalvanized Steel,PCS,14,51.38,12.04,58
Round Square and Rectangular Hollow Section Steel,TONS,800,2936,688,58
310S Stainelss Steel Capillary Tube,TONS,2000,7340,1720,58
201 Stainless Steel Used in Decorative Tubes,TONS,2800,10276,2408,58
Prefab Modular Steel Structure Workshop for Industry,SQUARE METERS,50,183.5,43,58
Well Design Qingdao Steel Structure Construction Workshop for Industry,SQUARE METERS,55,201.85,47.3,58
Cheap Industry Steel Workshop,SQUARE METERS,58,212.86,49.88,58
Anti-Corrosion Chemical Industry Steel Workshop,SQUARE METERS,68,249.56,58.48,58
Anti-Corrosion Chemical Industry Prefab Steel Frame Construction Workshop with Nice Design,SQUARE METERS,80,293.6,68.8,58
Prefabricated Light Steel Structural Industry for Feed Mill Workshop,SQUARE METERS,86,315.62,73.96,58
Heavy Steel Structure Workshop for Industry Plant,SQUARE METERS,77,282.59,66.22,58
Prefabricated Steel Structure Workshop for Industry Warehouse,SQUARE METERS,220,807.4,189.2,58
Light Steel Structure Workshop for Modern High-Tech Industry,SQUARE METERS,40,146.8,34.4,58
Industry Steel Frame Workshop Buildings with Crane,SQUARE METERS,90,330.3,77.4,58
Steel Structure Shed and Workshop for Industry (ZY241),SQUARE METERS,57,209.19,49.02,58
Factory Plant Construction Light Steel Structure Industry Workshop,SQUARE METERS,79,289.93,67.94,58
Prefab and Light Steel Structure Workshop for Heavy Industry (KXD-39),SQUARE METERS,90,330.3,77.4,58
Customized Workshop for Industry with H Columns and I Beams Steel Structure,SQUARE METERS,110,403.7,94.6,58
Painted Steel Structrue Workshop for Logistic Industry,SQUARE METERS,216,792.72,185.76,58
Prefabricated Steel Structure Industry Workshop (Q345B/Q235B),SQUARE METERS,85,311.95,73.1,58
Cheap Industry Steel Structure Workshop,SQUARE METERS,60,220.2,51.6,58
Nice Design Steel Structure Workshop for Industry,SQUARE METERS,80,293.6,68.8,58
Customized Galvanized Steel Structure Industry Building Workshop,SQUARE METERS,74,271.58,63.64,58
